"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"42","12.214238300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","29dBm","","","QoS Data, SN=2624, FN=0, Flags=.p....F."
"43","12.585045700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","139","30dBm","","","QoS Data, SN=2625, FN=0, Flags=.p....F."
"44","12.586226400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","30dBm","","","QoS Data, SN=2626, FN=0, Flags=.p....F."
"47","13.916795300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","30dBm","","","QoS Data, SN=2627, FN=0, Flags=.p....F."
"49","14.633748900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","30dBm","","","QoS Data, SN=2628, FN=0, Flags=.p....F."
"51","14.837999000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","30dBm","","","QoS Data, SN=2629, FN=0, Flags=.p....F."
"55","15.759381800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","30dBm","","","QoS Data, SN=2631, FN=0, Flags=.p....F."
"56","15.760429800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","30dBm","","","QoS Data, SN=2632, FN=0, Flags=.p....F."
"59","15.856422900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","30dBm","","","QoS Data, SN=2633, FN=0, Flags=.p....F."
"60","16.374359100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","377","30dBm","","","QoS Data, SN=2634, FN=0, Flags=.p....F."
"62","18.217864300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","30dBm","","","QoS Data, SN=2635, FN=0, Flags=.p....F."
"64","19.548310100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","30dBm","","","QoS Data, SN=2636, FN=0, Flags=.p....F."
"66","20.264958500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","30dBm","","","QoS Data, SN=2637, FN=0, Flags=.p....F."
"67","20.265820000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","30dBm","","","QoS Data, SN=2638, FN=0, Flags=.p....F."
"70","20.879389500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","386","30dBm","","","QoS Data, SN=2639, FN=0, Flags=.p....F."
"73","21.801338300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","30dBm","","","QoS Data, SN=2640, FN=0, Flags=.p....F."
"75","22.415817400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","31dBm","","","QoS Data, SN=2641, FN=0, Flags=.p....F."
"77","22.925990200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","30dBm","","","QoS Data, SN=2642, FN=0, Flags=.p....F."
"81","23.292466400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","31dBm","","","QoS Data, SN=2643, FN=0, Flags=.p....F."
"82","23.292466400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","31dBm","","","QoS Data, SN=2644, FN=0, Flags=.p....F."
"83","23.292690100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","31dBm","","","QoS Data, SN=2645, FN=0, Flags=.p....F."
"84","23.298402800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","31dBm","","","QoS Data, SN=2646, FN=0, Flags=.p....F."
"87","23.379781100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","29dBm","","","QoS Data, SN=2647, FN=0, Flags=.p....F."
"88","23.746807900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","347","31dBm","","","QoS Data, SN=2648, FN=0, Flags=.p....F."
"89","23.747553600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","456","31dBm","","","QoS Data, SN=2649, FN=0, Flags=.p....F."
"91","23.747811500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","31dBm","","","QoS Data, SN=2650, FN=0, Flags=.p....F."
"92","23.748167500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","31dBm","","","QoS Data, SN=2651, FN=0, Flags=.p....F."
"93","23.748167500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","31dBm","","","QoS Data, SN=2652, FN=0, Flags=.p....F."
"96","23.778907500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","31dBm","","","QoS Data, SN=2653, FN=0, Flags=.p....F."
"98","25.283088400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","31dBm","","","QoS Data, SN=2654, FN=0, Flags=.p....F."
"101","25.692769600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","377","31dBm","","","QoS Data, SN=2655, FN=0, Flags=.p..R.F."
"103","29.174545200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","31dBm","","","QoS Data, SN=2656, FN=0, Flags=.p....F."
"107","30.813682200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","162","30dBm","","","QoS Data, SN=2657, FN=0, Flags=.p..R.F."
"110","35.625510400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","171","30dBm","","","QoS Data, SN=2658, FN=0, Flags=.p....F."
"114","37.468513300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","30dBm","","","QoS Data, SN=2659, FN=0, Flags=.p....F."
"115","37.469278500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","29dBm","","","QoS Data, SN=2660, FN=0, Flags=.p....F."
"116","37.469278500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","29dBm","","","QoS Data, SN=2661, FN=0, Flags=.p....F."
"117","37.469426600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","29dBm","","","QoS Data, SN=2662, FN=0, Flags=.p....F."
"118","37.469426600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","29dBm","","","QoS Data, SN=2663, FN=0, Flags=.p....F."
"119","37.469426600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","29dBm","","","QoS Data, SN=2664, FN=0, Flags=.p....F."
"121","38.492456600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","158","29dBm","","","QoS Data, SN=2665, FN=0, Flags=.p....F."
"124","40.438263800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","171","31dBm","","","QoS Data, SN=2666, FN=0, Flags=.p....F."
"127","45.558204100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","141","31dBm","","","QoS Data, SN=2667, FN=0, Flags=.p....F."
"130","49.582249600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","30dBm","","","QoS Data, SN=2668, FN=0, Flags=.p....F."
"132","50.678007800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","150","29dBm","","","QoS Data, SN=2669, FN=0, Flags=.p....F."
"134","54.260603300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","29dBm","","","QoS Data, SN=2670, FN=0, Flags=.p....F."
"135","54.774480400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","138","29dBm","","","QoS Data, SN=2671, FN=0, Flags=.p....F."
"138","55.388603900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","141","30dBm","","","QoS Data, SN=2672, FN=0, Flags=.p....F."
"142","60.120458600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","30dBm","","","QoS Data, SN=2673, FN=0, Flags=.p....F."
"143","60.731942600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","150","30dBm","","","QoS Data, SN=2674, FN=0, Flags=.p....F."
"145","61.429798800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","196","30dBm","","","QoS Data, SN=2675, FN=0, Flags=.p....F."
"147","62.455201300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","158","30dBm","","","QoS Data, SN=2676, FN=0, Flags=.p..R.F."
"150","65.628450000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","141","30dBm","","","QoS Data, SN=2677, FN=0, Flags=.p....F."
"153","67.990786600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","30dBm","","","QoS Data, SN=2679, FN=0, Flags=.p....F."
"155","68.450380200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","30dBm","","","QoS Data, SN=2680, FN=0, Flags=.p....F."
"157","68.830286500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","30dBm","","","QoS Data, SN=2681, FN=0, Flags=.p....F."
"159","70.748364900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","162","30dBm","","","QoS Data, SN=2682, FN=0, Flags=.p....F."
"161","75.561197600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","171","30dBm","","","QoS Data, SN=2683, FN=0, Flags=.p....F."
"162","76.278358200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","209","30dBm","","","QoS Data, SN=2684, FN=0, Flags=.p....F."
