"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"55","28.021883900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","45dBm","","","QoS Data, SN=970, FN=0, Flags=.p....F."
"56","30.581714200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","44dBm","","","QoS Data, SN=971, FN=0, Flags=.p....F."
"58","31.093890100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","196","43dBm","","","QoS Data, SN=972, FN=0, Flags=.p....F."
"59","31.094974300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","160","42dBm","","","QoS Data, SN=973, FN=0, Flags=.p....F."
"64","32.869505000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","159","42dBm","","","QoS Data, SN=975, FN=0, Flags=.p....F."
"67","33.083567700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","42dBm","","","QoS Data, SN=976, FN=0, Flags=.p....F."
"71","33.346604700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","43dBm","","","QoS Data, SN=977, FN=0, Flags=.p....F."
"74","33.348255800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","42dBm","","","QoS Data, SN=978, FN=0, Flags=.p....F."
"78","33.658029600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","42dBm","","","QoS Data, SN=979, FN=0, Flags=.p....F."
"79","33.664544400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","42dBm","","","QoS Data, SN=980, FN=0, Flags=.p....F."
"80","33.664544400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1213","42dBm","","","QoS Data, SN=981, FN=0, Flags=.p....F."
"81","33.664544400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","42dBm","","","QoS Data, SN=982, FN=0, Flags=.p....F."
"82","33.664544400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","42dBm","","","QoS Data, SN=983, FN=0, Flags=.p....F."
"85","33.665166800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","42dBm","","","QoS Data, SN=984, FN=0, Flags=.p....F."
"86","33.665166800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1213","42dBm","","","QoS Data, SN=985, FN=0, Flags=.p....F."
"97","33.858639800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","43dBm","","","QoS Data, SN=986, FN=0, Flags=.p....F."
"98","33.859962800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","43dBm","","","QoS Data, SN=987, FN=0, Flags=.p....F."
"99","33.859962800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","43dBm","","","QoS Data, SN=988, FN=0, Flags=.p....F."
"101","33.860256200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1213","43dBm","","","QoS Data, SN=989, FN=0, Flags=.p....F."
"102","33.860256200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","43dBm","","","QoS Data, SN=990, FN=0, Flags=.p....F."
"103","33.895080400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","380","43dBm","","","QoS Data, SN=991, FN=0, Flags=.p....F."
"104","33.895080400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","175","43dBm","","","QoS Data, SN=992, FN=0, Flags=.p....F."
"107","33.901062500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","43dBm","","","QoS Data, SN=993, FN=0, Flags=.p....F."
"108","33.901062500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","170","43dBm","","","QoS Data, SN=994, FN=0, Flags=.p....F."
"109","33.910747200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","43dBm","","","QoS Data, SN=995, FN=0, Flags=.p....F."
"110","33.937372600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","43dBm","","","QoS Data, SN=996, FN=0, Flags=.p....F."
"114","33.952035500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","43dBm","","","QoS Data, SN=997, FN=0, Flags=.p....F."
"115","33.959067300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","333","42dBm","","","QoS Data, SN=998, FN=0, Flags=.p....F."
"117","34.166060000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","380","42dBm","","","QoS Data, SN=999, FN=0, Flags=.p....F."
"118","34.167050500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","175","42dBm","","","QoS Data, SN=1000, FN=0, Flags=.p....F."
"121","34.575413600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","41dBm","","","QoS Data, SN=1001, FN=0, Flags=.p....F."
"122","34.599664800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","332","45dBm","","","QoS Data, SN=1002, FN=0, Flags=.p..R.F."
"124","34.706273500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","175","42dBm","","","QoS Data, SN=1003, FN=0, Flags=.p..R.F."
"127","37.082520000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","205","41dBm","","","QoS Data, SN=1004, FN=0, Flags=.p....F."
"129","37.124741400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","41dBm","","","QoS Data, SN=1005, FN=0, Flags=.p....F."
"132","37.157729100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","41dBm","","","QoS Data, SN=1006, FN=0, Flags=.p....F."
"133","37.157729100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","262","41dBm","","","QoS Data, SN=1007, FN=0, Flags=.p....F."
"137","37.188930000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","41dBm","","","QoS Data, SN=1008, FN=0, Flags=.p....F."
"138","37.188930000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","41dBm","","","QoS Data, SN=1009, FN=0, Flags=.p....F."
"139","37.189406300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","184","42dBm","","","QoS Data, SN=1010, FN=0, Flags=.p....F."
"141","37.194375300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","430","41dBm","","","QoS Data, SN=1011, FN=0, Flags=.p....F."
"144","37.279795400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","41dBm","","","QoS Data, SN=1012, FN=0, Flags=.p....F."
"145","37.954529900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","171","42dBm","","","QoS Data, SN=1013, FN=0, Flags=.p....F."
"146","38.978624700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","42dBm","","","QoS Data, SN=1014, FN=0, Flags=.p....F."
"152","42.767418500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","171","42dBm","","","QoS Data, SN=1016, FN=0, Flags=.p....F."
"154","43.688991000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","42dBm","","","QoS Data, SN=1017, FN=0, Flags=.p....F."
"156","45.078773500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","42dBm","","","QoS Data, SN=1018, FN=0, Flags=.p....F."
"158","47.682802900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","171","44dBm","","","QoS Data, SN=1019, FN=0, Flags=.p....F."
"161","53.234932700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","207","44dBm","","","QoS Data, SN=1021, FN=0, Flags=.p....F."
"163","53.519464300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","44dBm","","","QoS Data, SN=1022, FN=0, Flags=.p....F."
"166","53.826973600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","44dBm","","","QoS Data, SN=1023, FN=0, Flags=.p....F."
"167","53.831988100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","48dBm","","","QoS Data, SN=1024, FN=0, Flags=.p....F."
"168","53.831988100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","48dBm","","","QoS Data, SN=1025, FN=0, Flags=.p....F."
"170","53.832329500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","45dBm","","","QoS Data, SN=1026, FN=0, Flags=.p....F."
"172","54.133885600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","489","44dBm","","","QoS Data, SN=1027, FN=0, Flags=.p....F."
"174","54.441025000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","213","44dBm","","","QoS Data, SN=1028, FN=0, Flags=.p....F."
"176","54.748192000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","543","44dBm","","","QoS Data, SN=1029, FN=0, Flags=.p....F."
"178","56.489053900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","160","44dBm","","","QoS Data, SN=1030, FN=0, Flags=.p....F."
"181","57.513021400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","44dBm","","","QoS Data, SN=1031, FN=0, Flags=.p....F."
"186","58.434620000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","44dBm","","","QoS Data, SN=1032, FN=0, Flags=.p....F."
"187","58.435725500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","45dBm","","","QoS Data, SN=1033, FN=0, Flags=.p....F."
"188","58.435725500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","45dBm","","","QoS Data, SN=1034, FN=0, Flags=.p....F."
"189","58.436235000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","233","45dBm","","","QoS Data, SN=1035, FN=0, Flags=.p....F."
"192","61.301904000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","45dBm","","","QoS Data, SN=1036, FN=0, Flags=.p....F."
"193","61.302987200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","45dBm","","","QoS Data, SN=1037, FN=0, Flags=.p....F."
"196","62.940286700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","45dBm","","","QoS Data, SN=1039, FN=0, Flags=.p....F."
"197","62.941349100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","45dBm","","","QoS Data, SN=1040, FN=0, Flags=.p....F."
"200","63.554969000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","394","45dBm","","","QoS Data, SN=1041, FN=0, Flags=.p....F."
"202","65.466434700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","45dBm","","","QoS Data, SN=1042, FN=0, Flags=.p....F."
"204","67.326905700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","141","45dBm","","","QoS Data, SN=1043, FN=0, Flags=.p....F."
