"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"78","28.490028600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","30dBm","","","QoS Data, SN=2886, FN=0, Flags=.p..R.F."
"79","28.497625700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","217","30dBm","","","QoS Data, SN=2887, FN=0, Flags=.p..R.F."
"81","28.533008400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","31dBm","","","QoS Data, SN=2888, FN=0, Flags=.p....F."
"84","28.581000700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","31dBm","","","QoS Data, SN=2889, FN=0, Flags=.p....F."
"85","28.589186600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","30dBm","","","QoS Data, SN=2890, FN=0, Flags=.p..R.F."
"87","28.589590300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","34dBm","","","QoS Data, SN=2891, FN=0, Flags=.p..R.F."
"89","28.590344800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","34dBm","","","QoS Data, SN=2892, FN=0, Flags=.p..R.F."
"90","28.590344800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","34dBm","","","QoS Data, SN=2893, FN=0, Flags=.p..R.F."
"91","28.590344800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","34dBm","","","QoS Data, SN=2894, FN=0, Flags=.p..R.F."
"93","28.590643500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","430","31dBm","","","QoS Data, SN=2895, FN=0, Flags=.p....F."
"99","28.665816200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","31dBm","","","QoS Data, SN=2896, FN=0, Flags=.p....F."
"100","28.672813600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","432","34dBm","","","QoS Data, SN=2897, FN=0, Flags=.p..R.F."
"101","28.672813600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","175","34dBm","","","QoS Data, SN=2898, FN=0, Flags=.p..R.F."
"104","28.678628700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=2899, FN=0, Flags=.p..R.F."
"105","28.678628700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","144","34dBm","","","QoS Data, SN=2900, FN=0, Flags=.p..R.F."
"107","28.684676600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=2901, FN=0, Flags=.p..R.F."
"108","28.691426300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","331","33dBm","","","QoS Data, SN=2902, FN=0, Flags=.p..R.F."
"111","28.701590000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","33dBm","","","QoS Data, SN=2903, FN=0, Flags=.p....F."
"112","28.723810400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","245","30dBm","","","QoS Data, SN=2904, FN=0, Flags=.p....F."
"114","28.749813500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","29dBm","","","QoS Data, SN=2905, FN=0, Flags=.p....F."
"117","28.784404000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","28dBm","","","QoS Data, SN=2906, FN=0, Flags=.p..R.F."
"118","28.790705900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","28dBm","","","QoS Data, SN=2907, FN=0, Flags=.p....F."
"119","28.790705900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","28dBm","","","QoS Data, SN=2908, FN=0, Flags=.p....F."
"120","28.790705900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","28dBm","","","QoS Data, SN=2909, FN=0, Flags=.p....F."
"122","28.791077500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","28dBm","","","QoS Data, SN=2910, FN=0, Flags=.p....F."
"123","28.791077500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","28dBm","","","QoS Data, SN=2911, FN=0, Flags=.p....F."
"125","28.791332700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","430","28dBm","","","QoS Data, SN=2912, FN=0, Flags=.p....F."
"131","28.828694600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","28dBm","","","QoS Data, SN=2913, FN=0, Flags=.p....F."
"132","28.834745300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","432","28dBm","","","QoS Data, SN=2914, FN=0, Flags=.p....F."
"133","28.834745300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","175","28dBm","","","QoS Data, SN=2915, FN=0, Flags=.p....F."
"136","28.840862200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","28dBm","","","QoS Data, SN=2916, FN=0, Flags=.p....F."
"137","28.840862200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","144","28dBm","","","QoS Data, SN=2917, FN=0, Flags=.p....F."
"139","28.846817400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","29dBm","","","QoS Data, SN=2918, FN=0, Flags=.p....F."
"140","28.858914500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","29dBm","","","QoS Data, SN=2919, FN=0, Flags=.p....F."
"141","29.304905800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1282","28dBm","","","QoS Data, SN=2920, FN=0, Flags=.p....F."
"143","29.305773300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","144","28dBm","","","QoS Data, SN=2921, FN=0, Flags=.p....F."
"145","29.383510400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1320","30dBm","","","QoS Data, SN=2922, FN=0, Flags=.p....F."
"149","30.212371000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","31dBm","","","QoS Data, SN=2923, FN=0, Flags=.p....F."
"150","30.738299200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","30dBm","","","QoS Data, SN=2924, FN=0, Flags=.p....F."
"153","31.557443400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","30dBm","","","QoS Data, SN=2925, FN=0, Flags=.p....F."
"155","32.166412800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","35dBm","","","QoS Data, SN=2926, FN=0, Flags=.p....F."
"157","32.886328700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","36dBm","","","QoS Data, SN=2927, FN=0, Flags=.p....F."
"158","34.331001600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1532","36dBm","","","QoS Data, SN=2928, FN=0, Flags=.p....F."
"161","35.559670700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","33dBm","","","QoS Data, SN=2929, FN=0, Flags=.p....F."
"164","36.379285300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","409","34dBm","","","QoS Data, SN=2930, FN=0, Flags=.p....F."
"165","37.496874200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","160","31dBm","","","QoS Data, SN=2931, FN=0, Flags=.p....F."
"170","38.214593000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","31dBm","","","QoS Data, SN=2932, FN=0, Flags=.p..R.F."
"171","38.214593000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","31dBm","","","QoS Data, SN=2933, FN=0, Flags=.p....F."
"172","38.215278400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","32dBm","","","QoS Data, SN=2934, FN=0, Flags=.p..R.F."
"175","39.442257300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","33dBm","","","QoS Data, SN=2935, FN=0, Flags=.p....F."
"176","39.443354500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","33dBm","","","QoS Data, SN=2936, FN=0, Flags=.p....F."
"178","40.671269500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","35dBm","","","QoS Data, SN=2937, FN=0, Flags=.p....F."
"181","41.490263600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","33dBm","","","QoS Data, SN=2938, FN=0, Flags=.p....F."
"184","42.412307400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","32dBm","","","QoS Data, SN=2939, FN=0, Flags=.p....F."
"185","42.412938500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","33dBm","","","QoS Data, SN=2940, FN=0, Flags=.p....F."
"187","44.058621500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","94","32dBm","","","QoS Data, SN=2941, FN=0, Flags=.p....F."
"189","45.791770400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","32dBm","","","QoS Data, SN=2942, FN=0, Flags=.p....F."
"192","46.610254700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","32dBm","","","QoS Data, SN=2943, FN=0, Flags=.p....F."
"193","46.671544100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1532","32dBm","","","QoS Data, SN=2944, FN=0, Flags=.p....F."
"197","47.224896400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","31dBm","","","QoS Data, SN=2945, FN=0, Flags=.p....F."
"200","49.639089300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","155","35dBm","","","QoS Data, SN=2946, FN=0, Flags=.p....F."
"202","49.660991200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","35dBm","","","QoS Data, SN=2947, FN=0, Flags=.p....F."
"205","49.695438700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=2948, FN=0, Flags=.p....F."
"206","49.695438700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","318","35dBm","","","QoS Data, SN=2949, FN=0, Flags=.p....F."
"212","49.730394500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","686","35dBm","","","QoS Data, SN=2950, FN=0, Flags=.p....F."
"214","49.737039000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","35dBm","","","QoS Data, SN=2951, FN=0, Flags=.p....F."
"215","49.744423100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=2952, FN=0, Flags=.p....F."
"216","49.750116500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=2953, FN=0, Flags=.p....F."
"217","49.750116500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=2954, FN=0, Flags=.p....F."
"219","50.092772800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","834","39dBm","","","QoS Data, SN=2955, FN=0, Flags=.p..R.F."
"220","50.093719900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","220","36dBm","","","QoS Data, SN=2956, FN=0, Flags=.p..R.F."
"221","50.093719900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","140","36dBm","","","QoS Data, SN=2957, FN=0, Flags=.p..R.F."
"222","50.093719900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","36dBm","","","QoS Data, SN=2958, FN=0, Flags=.p..R.F."
"224","50.094063700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","36dBm","","","QoS Data, SN=2959, FN=0, Flags=.p....F."
"226","50.094391200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","538","36dBm","","","QoS Data, SN=2960, FN=0, Flags=.p....F."
"228","50.120048600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","36dBm","","","QoS Data, SN=2961, FN=0, Flags=.p....F."
"231","50.501470800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","34dBm","","","QoS Data, SN=2962, FN=0, Flags=.p....F."
"234","51.321838300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","35dBm","","","QoS Data, SN=2963, FN=0, Flags=.p....F."
"238","54.188507600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","33dBm","","","QoS Data, SN=2964, FN=0, Flags=.p....F."
"239","54.189179700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","33dBm","","","QoS Data, SN=2965, FN=0, Flags=.p....F."
"240","54.189179700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","33dBm","","","QoS Data, SN=2966, FN=0, Flags=.p....F."
"242","54.597797700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","31dBm","","","QoS Data, SN=2967, FN=0, Flags=.p....F."
"245","55.826359400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","32dBm","","","QoS Data, SN=2968, FN=0, Flags=.p....F."
"248","56.338254400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","377","33dBm","","","QoS Data, SN=2969, FN=0, Flags=.p....F."
"252","59.205563400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1532","34dBm","","","QoS Data, SN=2970, FN=0, Flags=.p....F."
"255","59.265026600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=2971, FN=0, Flags=.p....F."
"259","60.929848500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","34dBm","","","QoS Data, SN=2972, FN=0, Flags=.p....F."
"262","61.458823000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","34dBm","","","QoS Data, SN=2973, FN=0, Flags=.p....F."
"264","61.607376000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","35dBm","","","QoS Data, SN=2974, FN=0, Flags=.p....F."
"267","63.650432600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=2975, FN=0, Flags=.p....F."
"268","63.650432600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=2976, FN=0, Flags=.p....F."
"269","63.650975600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","34dBm","","","QoS Data, SN=2977, FN=0, Flags=.p....F."
"271","63.733671500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","174","34dBm","","","QoS Data, SN=2978, FN=0, Flags=.p....F."
"272","63.733671500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","34dBm","","","QoS Data, SN=2979, FN=0, Flags=.p....F."
"274","63.739480000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","33dBm","","","QoS Data, SN=2980, FN=0, Flags=.p....F."
"275","63.739480000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","33dBm","","","QoS Data, SN=2981, FN=0, Flags=.p....F."
"278","63.769240100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","33dBm","","","QoS Data, SN=2982, FN=0, Flags=.p....F."
"281","65.657232900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","32dBm","","","QoS Data, SN=2983, FN=0, Flags=.p....F."
"284","66.475914100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","33dBm","","","QoS Data, SN=2984, FN=0, Flags=.p....F."
"286","69.752908400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","34dBm","","","QoS Data, SN=2985, FN=0, Flags=.p....F."
"288","70.233781200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1532","29dBm","","","QoS Data, SN=2986, FN=0, Flags=.p..R.F."
"290","70.776702600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","30dBm","","","QoS Data, SN=2987, FN=0, Flags=.p....F."
"293","76.409153400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","32dBm","","","QoS Data, SN=2993, FN=0, Flags=.p....F."
"294","76.410051600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","32dBm","","","QoS Data, SN=2994, FN=0, Flags=.p....F."
"296","76.443772800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","32dBm","","","QoS Data, SN=2995, FN=0, Flags=.p....F."
"297","76.443772800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","32dBm","","","QoS Data, SN=2996, FN=0, Flags=.p....F."
"298","76.443772800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","32dBm","","","QoS Data, SN=2997, FN=0, Flags=.p....F."
"300","76.613609200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","31dBm","","","QoS Data, SN=2998, FN=0, Flags=.p....F."
"304","77.169669400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","28dBm","","","QoS Data, SN=2999, FN=0, Flags=.p....F."
"307","77.243340800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","28dBm","","","QoS Data, SN=3000, FN=0, Flags=.p....F."
"310","78.149556000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","28dBm","","","QoS Data, SN=3001, FN=0, Flags=.p....F."
"311","78.151811100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","28dBm","","","QoS Data, SN=3002, FN=0, Flags=.p..R.F."
"312","78.151811100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","28dBm","","","QoS Data, SN=3003, FN=0, Flags=.p..R.F."
"315","78.212279700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","160","30dBm","","","QoS Data, SN=3004, FN=0, Flags=.p....F."
"318","80.607074900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","32dBm","","","QoS Data, SN=3005, FN=0, Flags=.p....F."
"319","80.608205200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","32dBm","","","QoS Data, SN=3006, FN=0, Flags=.p....F."
"322","81.119507800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","33dBm","","","QoS Data, SN=3007, FN=0, Flags=.p....F."
"323","81.529166800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1532","33dBm","","","QoS Data, SN=3008, FN=0, Flags=.p....F."
