"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"232","41.967596000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","48dBm","","","QoS Data, SN=788, FN=0, Flags=.p....F."
"234","42.189541900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","349","49dBm","","","QoS Data, SN=789, FN=0, Flags=.p....F."
"235","42.190559800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","366","49dBm","","","QoS Data, SN=790, FN=0, Flags=.p....F."
"236","42.190559800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","149","49dBm","","","QoS Data, SN=791, FN=0, Flags=.p....F."
"238","42.190857400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","49dBm","","","QoS Data, SN=792, FN=0, Flags=.p....F."
"239","42.190857400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","49dBm","","","QoS Data, SN=793, FN=0, Flags=.p....F."
"242","42.218778200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","49dBm","","","QoS Data, SN=794, FN=0, Flags=.p....F."
"243","42.804367000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","227","50dBm","","","QoS Data, SN=795, FN=0, Flags=.p....F."
"248","45.671051600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","48dBm","","","QoS Data, SN=796, FN=0, Flags=.p....F."
"250","46.695009300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","318","48dBm","","","QoS Data, SN=797, FN=0, Flags=.p....F."
"252","47.412351500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","47dBm","","","QoS Data, SN=798, FN=0, Flags=.p....F."
"255","50.786565800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","52dBm","","","QoS Data, SN=799, FN=0, Flags=.p....F."
"259","51.416252800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","49dBm","","","QoS Data, SN=800, FN=0, Flags=.p....F."
"260","51.416252800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","49dBm","","","QoS Data, SN=801, FN=0, Flags=.p....F."
"261","51.416252800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","49dBm","","","QoS Data, SN=802, FN=0, Flags=.p....F."
"262","51.421525200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","233","49dBm","","","QoS Data, SN=803, FN=0, Flags=.p....F."
"264","51.815154400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","49dBm","","","QoS Data, SN=804, FN=0, Flags=.p....F."
"268","52.939134300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","49dBm","","","QoS Data, SN=805, FN=0, Flags=.p....F."
"269","52.939134300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","49dBm","","","QoS Data, SN=806, FN=0, Flags=.p....F."
"270","52.939134300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","49dBm","","","QoS Data, SN=807, FN=0, Flags=.p....F."
"271","52.947521200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","50dBm","","","QoS Data, SN=808, FN=0, Flags=.p....F."
"273","53.146274800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","331","49dBm","","","QoS Data, SN=809, FN=0, Flags=.p....F."
"274","53.147350200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","455","49dBm","","","QoS Data, SN=810, FN=0, Flags=.p....F."
"276","53.147683800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","342","49dBm","","","QoS Data, SN=811, FN=0, Flags=.p....F."
"277","53.148018700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","49dBm","","","QoS Data, SN=812, FN=0, Flags=.p....F."
"280","53.186592700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","49dBm","","","QoS Data, SN=813, FN=0, Flags=.p....F."
"281","54.990032500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","160","49dBm","","","QoS Data, SN=814, FN=0, Flags=.p....F."
"284","55.603871500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","377","50dBm","","","QoS Data, SN=815, FN=0, Flags=.p....F."
"288","65.618176700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","49dBm","","","QoS Data, SN=817, FN=0, Flags=.p....F."
"291","65.843890200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","49dBm","","","QoS Data, SN=818, FN=0, Flags=.p....F."
"292","66.151592200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","49dBm","","","QoS Data, SN=819, FN=0, Flags=.p....F."
"294","67.268659500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","49dBm","","","QoS Data, SN=820, FN=0, Flags=.p....F."
"296","70.295626000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","50dBm","","","QoS Data, SN=821, FN=0, Flags=.p....F."
"297","70.656793500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","51dBm","","","QoS Data, SN=822, FN=0, Flags=.p....F."
"306","74.906022700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","49dBm","","","QoS Data, SN=823, FN=0, Flags=.p....F."
"307","74.914197900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","48dBm","","","QoS Data, SN=824, FN=0, Flags=.p....F."
"308","74.914197900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","48dBm","","","QoS Data, SN=825, FN=0, Flags=.p....F."
"310","74.997798900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","174","48dBm","","","QoS Data, SN=826, FN=0, Flags=.p....F."
"311","74.997798900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","48dBm","","","QoS Data, SN=827, FN=0, Flags=.p....F."
"313","74.998258100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","48dBm","","","QoS Data, SN=828, FN=0, Flags=.p....F."
"314","74.998258100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","48dBm","","","QoS Data, SN=829, FN=0, Flags=.p....F."
"317","75.035760700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","49dBm","","","QoS Data, SN=830, FN=0, Flags=.p....F."
"322","75.776808700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","394","46dBm","","","QoS Data, SN=831, FN=0, Flags=.p....F."
"323","75.848231900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","45dBm","","","QoS Data, SN=832, FN=0, Flags=.p....F."
