"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"64","38.835387600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","34dBm","","","QoS Data, SN=2964, FN=0, Flags=.p....F."
"66","39.420524000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","170","34dBm","","","QoS Data, SN=2965, FN=0, Flags=.p....F."
"68","39.443122900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","34dBm","","","QoS Data, SN=2966, FN=0, Flags=.p....F."
"71","39.476508200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=2967, FN=0, Flags=.p....F."
"72","39.482172900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","318","34dBm","","","QoS Data, SN=2968, FN=0, Flags=.p....F."
"78","39.506509800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","686","34dBm","","","QoS Data, SN=2969, FN=0, Flags=.p....F."
"80","39.516432000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","34dBm","","","QoS Data, SN=2970, FN=0, Flags=.p....F."
"81","39.522618200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=2971, FN=0, Flags=.p....F."
"82","39.528264600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=2972, FN=0, Flags=.p....F."
"84","40.064254500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","557","32dBm","","","QoS Data, SN=2973, FN=0, Flags=.p....F."
"85","40.064898300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","364","33dBm","","","QoS Data, SN=2974, FN=0, Flags=.p....F."
"86","40.064898300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","286","33dBm","","","QoS Data, SN=2975, FN=0, Flags=.p....F."
"88","40.065284000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","313","32dBm","","","QoS Data, SN=2976, FN=0, Flags=.p....F."
"89","40.065284000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","32dBm","","","QoS Data, SN=2977, FN=0, Flags=.p....F."
"90","40.065284000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","32dBm","","","QoS Data, SN=2978, FN=0, Flags=.p....F."
"93","40.099233400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","32dBm","","","QoS Data, SN=2979, FN=0, Flags=.p..R.F."
"96","43.340961700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","33dBm","","","QoS Data, SN=2980, FN=0, Flags=.p....F."
"99","43.955295900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","32dBm","","","QoS Data, SN=2981, FN=0, Flags=.p....F."
"102","45.286423100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","33dBm","","","QoS Data, SN=2982, FN=0, Flags=.p....F."
"104","47.130294500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","33dBm","","","QoS Data, SN=2983, FN=0, Flags=.p....F."
"107","48.256121600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","33dBm","","","QoS Data, SN=2984, FN=0, Flags=.p....F."
"110","48.768442300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","33dBm","","","QoS Data, SN=2985, FN=0, Flags=.p....F."
"111","48.768980600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","158","32dBm","","","QoS Data, SN=2986, FN=0, Flags=.p....F."
"116","49.587594400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","32dBm","","","QoS Data, SN=2987, FN=0, Flags=.p....F."
"117","49.588384900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","33dBm","","","QoS Data, SN=2988, FN=0, Flags=.p....F."
"118","49.588384900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","33dBm","","","QoS Data, SN=2989, FN=0, Flags=.p....F."
"119","49.588605400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","32dBm","","","QoS Data, SN=2990, FN=0, Flags=.p....F."
"120","49.588605400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","32dBm","","","QoS Data, SN=2991, FN=0, Flags=.p....F."
"121","49.588605400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","32dBm","","","QoS Data, SN=2992, FN=0, Flags=.p....F."
"124","53.376287800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","33dBm","","","QoS Data, SN=2993, FN=0, Flags=.p....F."
"128","54.092830100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","33dBm","","","QoS Data, SN=2994, FN=0, Flags=.p....F."
"135","58.110208700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","413","33dBm","","","QoS Data, SN=2995, FN=0, Flags=.p..R.F."
"138","58.194997300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","437","33dBm","","","QoS Data, SN=2996, FN=0, Flags=.p....F."
"142","58.221100700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","413","33dBm","","","QoS Data, SN=2997, FN=0, Flags=.p....F."
"143","58.221100700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","33dBm","","","QoS Data, SN=2998, FN=0, Flags=.p....F."
"146","58.252943200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","32dBm","","","QoS Data, SN=2999, FN=0, Flags=.p....F."
"147","58.496005100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","33dBm","","","QoS Data, SN=3000, FN=0, Flags=.p....F."
"148","58.496851800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","237","32dBm","","","QoS Data, SN=3001, FN=0, Flags=.p....F."
"151","58.556620600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","33dBm","","","QoS Data, SN=3002, FN=0, Flags=.p....F."
"152","58.556620600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","209","33dBm","","","QoS Data, SN=3003, FN=0, Flags=.p....F."
"154","58.700776400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","33dBm","","","QoS Data, SN=3004, FN=0, Flags=.p....F."
"156","58.723322800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","198","33dBm","","","QoS Data, SN=12, FN=0, Flags=.p....F."
"159","58.749814900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","32dBm","","","QoS Data, SN=13, FN=0, Flags=.p....F."
"160","59.008426600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","33dBm","","","QoS Data, SN=3005, FN=0, Flags=.p....F."
"161","59.009099000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","404","32dBm","","","QoS Data, SN=3006, FN=0, Flags=.p....F."
"164","59.021757700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","413","33dBm","","","QoS Data, SN=3007, FN=0, Flags=.p....F."
"168","59.622601300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","170","33dBm","","","QoS Data, SN=3008, FN=0, Flags=.p....F."
"169","59.624001600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","163","33dBm","","","QoS Data, SN=3009, FN=0, Flags=.p..R.F."
"170","59.624001600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","161","33dBm","","","QoS Data, SN=3010, FN=0, Flags=.p....F."
"171","59.624297600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","34dBm","","","QoS Data, SN=3011, FN=0, Flags=.p....F."
"174","59.827787800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","33dBm","","","QoS Data, SN=3012, FN=0, Flags=.p....F."
"176","60.032096300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","237","34dBm","","","QoS Data, SN=3013, FN=0, Flags=.p....F."
"177","60.032986400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","170","34dBm","","","QoS Data, SN=3014, FN=0, Flags=.p....F."
"180","60.237440100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","33dBm","","","QoS Data, SN=3015, FN=0, Flags=.p....F."
"185","60.544304700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","413","33dBm","","","QoS Data, SN=3016, FN=0, Flags=.p....F."
"188","61.275301500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","413","34dBm","","","QoS Data, SN=3017, FN=0, Flags=.p....F."
"190","61.465924300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","34dBm","","","QoS Data, SN=3018, FN=0, Flags=.p....F."
"195","63.923270100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","33dBm","","","QoS Data, SN=3019, FN=0, Flags=.p....F."
"198","67.821831000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","94","33dBm","","","QoS Data, SN=3020, FN=0, Flags=.p....F."
"200","68.326483500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","32dBm","","","QoS Data, SN=3021, FN=0, Flags=.p....F."
"204","68.736524600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","33dBm","","","QoS Data, SN=3022, FN=0, Flags=.p....F."
"207","69.503606200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","32dBm","","","QoS Data, SN=3023, FN=0, Flags=.p....F."
"208","69.511267900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","32dBm","","","QoS Data, SN=3024, FN=0, Flags=.p....F."
"209","69.760220600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","138","32dBm","","","QoS Data, SN=3025, FN=0, Flags=.p....F."
"211","72.729897700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","158","31dBm","","","QoS Data, SN=3026, FN=0, Flags=.p....F."
"214","73.344006800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","31dBm","","","QoS Data, SN=3027, FN=0, Flags=.p....F."
