"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"109","46.012152900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","162","37dBm","","","QoS Data, SN=2202, FN=0, Flags=.p....F."
"111","46.768035600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","36dBm","","","QoS Data, SN=2203, FN=0, Flags=.p....F."
"113","49.328182600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","38dBm","","","QoS Data, SN=2204, FN=0, Flags=.p....F."
"114","49.801326600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","138","38dBm","","","QoS Data, SN=2205, FN=0, Flags=.p....F."
"117","50.312794300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","37dBm","","","QoS Data, SN=2206, FN=0, Flags=.p....F."
"118","50.313663700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","37dBm","","","QoS Data, SN=2207, FN=0, Flags=.p....F."
"121","50.722865500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","162","36dBm","","","QoS Data, SN=2208, FN=0, Flags=.p....F."
"125","55.330413200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","36dBm","","","QoS Data, SN=2209, FN=0, Flags=.p....F."
"128","55.637953200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","162","37dBm","","","QoS Data, SN=2210, FN=0, Flags=.p....F."
"134","57.583753700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=2211, FN=0, Flags=.p....F."
"135","57.584760600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=2212, FN=0, Flags=.p....F."
"136","57.584760600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=2213, FN=0, Flags=.p....F."
"137","57.584760600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","34dBm","","","QoS Data, SN=2214, FN=0, Flags=.p....F."
"138","57.585014100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","34dBm","","","QoS Data, SN=2215, FN=0, Flags=.p....F."
"139","57.585014100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","34dBm","","","QoS Data, SN=2216, FN=0, Flags=.p....F."
"142","58.000844000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","33dBm","","","QoS Data, SN=2217, FN=0, Flags=.p....F."
"145","60.421618300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","35dBm","","","QoS Data, SN=2218, FN=0, Flags=.p....F."
"148","60.655598900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","36dBm","","","QoS Data, SN=2219, FN=0, Flags=.p....F."
"149","61.577661900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","141","36dBm","","","QoS Data, SN=2220, FN=0, Flags=.p....F."
"151","65.081555800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","158","36dBm","","","QoS Data, SN=2221, FN=0, Flags=.p....F."
"153","65.263867500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","36dBm","","","QoS Data, SN=2222, FN=0, Flags=.p....F."
"154","65.264361500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","36dBm","","","QoS Data, SN=2223, FN=0, Flags=.p....F."
