"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"169","19.348152400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=748, FN=0, Flags=.p....F."
"170","19.348152400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=749, FN=0, Flags=.p....F."
"171","19.354458800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","318","55dBm","","","QoS Data, SN=750, FN=0, Flags=.p....F."
"172","19.354458800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","318","55dBm","","","QoS Data, SN=751, FN=0, Flags=.p....F."
"197","19.404330100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=752, FN=0, Flags=.p....F."
"198","19.404330100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","318","55dBm","","","QoS Data, SN=753, FN=0, Flags=.p....F."
"199","19.404330100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","686","55dBm","","","QoS Data, SN=754, FN=0, Flags=.p....F."
"201","19.405799000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","55dBm","","","QoS Data, SN=755, FN=0, Flags=.p....F."
"202","19.405799000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","686","55dBm","","","QoS Data, SN=756, FN=0, Flags=.p....F."
"203","19.405799000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=757, FN=0, Flags=.p....F."
"204","19.406495900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=758, FN=0, Flags=.p....F."
"205","19.406495900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=759, FN=0, Flags=.p....F."
"206","19.406495900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","55dBm","","","QoS Data, SN=760, FN=0, Flags=.p....F."
"207","19.406495900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=761, FN=0, Flags=.p....F."
"208","19.406495900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","686","55dBm","","","QoS Data, SN=762, FN=0, Flags=.p....F."
"209","19.406495900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","55dBm","","","QoS Data, SN=763, FN=0, Flags=.p....F."
"213","19.406980400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=764, FN=0, Flags=.p....F."
"214","19.406980400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=765, FN=0, Flags=.p....F."
"222","19.411278700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=766, FN=0, Flags=.p....F."
"223","19.411278700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=767, FN=0, Flags=.p....F."
"224","19.411457600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=768, FN=0, Flags=.p....F."
"225","19.418407000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=769, FN=0, Flags=.p....F."
"226","19.418407000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=770, FN=0, Flags=.p....F."
"227","19.418407000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=771, FN=0, Flags=.p....F."
"228","19.418838800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","54dBm","","","QoS Data, SN=772, FN=0, Flags=.p..R.F."
"229","19.418838800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","54dBm","","","QoS Data, SN=773, FN=0, Flags=.p....F."
"234","19.422333500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","55dBm","","","QoS Data, SN=774, FN=0, Flags=.p....F."
"236","19.434652900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=775, FN=0, Flags=.p....F."
"237","19.440612400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=776, FN=0, Flags=.p....F."
"238","19.440612400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","686","55dBm","","","QoS Data, SN=777, FN=0, Flags=.p..R.F."
"239","19.440612400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","55dBm","","","QoS Data, SN=778, FN=0, Flags=.p..R.F."
"240","19.440612400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=779, FN=0, Flags=.p..R.F."
"243","19.441562600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=780, FN=0, Flags=.p....F."
"244","19.441562600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=781, FN=0, Flags=.p....F."
"246","19.508707700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=782, FN=0, Flags=.p....F."
"247","19.508707700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","55dBm","","","QoS Data, SN=783, FN=0, Flags=.p....F."
"248","19.508707700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","541","55dBm","","","QoS Data, SN=784, FN=0, Flags=.p....F."
"250","19.509207700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","211","55dBm","","","QoS Data, SN=785, FN=0, Flags=.p....F."
"251","19.509207700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","55dBm","","","QoS Data, SN=786, FN=0, Flags=.p....F."
"252","19.509207700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","174","55dBm","","","QoS Data, SN=787, FN=0, Flags=.p....F."
"255","19.509644300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","55dBm","","","QoS Data, SN=788, FN=0, Flags=.p....F."
"257","19.514299100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","55dBm","","","QoS Data, SN=789, FN=0, Flags=.p....F."
"258","19.528588400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","541","55dBm","","","QoS Data, SN=790, FN=0, Flags=.p....F."
"259","19.528588400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","55dBm","","","QoS Data, SN=791, FN=0, Flags=.p....F."
"261","19.529014100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","55dBm","","","QoS Data, SN=792, FN=0, Flags=.p....F."
"262","19.529014100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","55dBm","","","QoS Data, SN=793, FN=0, Flags=.p....F."
"266","19.534019300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","174","55dBm","","","QoS Data, SN=794, FN=0, Flags=.p....F."
"267","19.534019300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","55dBm","","","QoS Data, SN=795, FN=0, Flags=.p....F."
"269","19.534483300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","55dBm","","","QoS Data, SN=796, FN=0, Flags=.p....F."
"271","19.540340500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=797, FN=0, Flags=.p....F."
"272","19.540340500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=798, FN=0, Flags=.p....F."
"273","19.540730100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","318","55dBm","","","QoS Data, SN=799, FN=0, Flags=.p....F."
"274","19.540730100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=800, FN=0, Flags=.p....F."
"275","19.543413900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","55dBm","","","QoS Data, SN=801, FN=0, Flags=.p..R.F."
"276","19.543413900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","55dBm","","","QoS Data, SN=802, FN=0, Flags=.p..R.F."
"277","19.543413900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1068","55dBm","","","QoS Data, SN=803, FN=0, Flags=.p..R.F."
"279","19.546532500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","705","55dBm","","","QoS Data, SN=804, FN=0, Flags=.p....F."
"280","19.546532500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","415","55dBm","","","QoS Data, SN=805, FN=0, Flags=.p....F."
"282","19.546952100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","186","55dBm","","","QoS Data, SN=806, FN=0, Flags=.p....F."
"283","19.546952100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","55dBm","","","QoS Data, SN=807, FN=0, Flags=.p....F."
"295","19.592867500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=808, FN=0, Flags=.p....F."
"296","19.592867500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","303","55dBm","","","QoS Data, SN=809, FN=0, Flags=.p....F."
"297","19.592867500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","338","55dBm","","","QoS Data, SN=810, FN=0, Flags=.p....F."
"299","19.593319900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","229","54dBm","","","QoS Data, SN=811, FN=0, Flags=.p....F."
"300","19.593319900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=812, FN=0, Flags=.p....F."
"301","19.593319900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=813, FN=0, Flags=.p....F."
"302","19.593319900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","304","54dBm","","","QoS Data, SN=814, FN=0, Flags=.p....F."
"303","19.593319900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","279","54dBm","","","QoS Data, SN=815, FN=0, Flags=.p....F."
"304","19.593319900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","333","54dBm","","","QoS Data, SN=816, FN=0, Flags=.p....F."
"306","19.593732700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","55dBm","","","QoS Data, SN=817, FN=0, Flags=.p....F."
"307","19.593732700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=818, FN=0, Flags=.p....F."
"308","19.593732700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","304","55dBm","","","QoS Data, SN=819, FN=0, Flags=.p....F."
"310","19.594461900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","470","55dBm","","","QoS Data, SN=820, FN=0, Flags=.p..R.F."
"311","19.594461900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","204","55dBm","","","QoS Data, SN=821, FN=0, Flags=.p..R.F."
"314","19.604372300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=822, FN=0, Flags=.p....F."
"315","19.612256200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","306","55dBm","","","QoS Data, SN=823, FN=0, Flags=.p....F."
"316","19.612256200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","309","55dBm","","","QoS Data, SN=824, FN=0, Flags=.p....F."
"318","19.618199700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","273","55dBm","","","QoS Data, SN=825, FN=0, Flags=.p....F."
"319","19.629337900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=826, FN=0, Flags=.p....F."
"321","19.676075800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","557","55dBm","","","QoS Data, SN=827, FN=0, Flags=.p....F."
"322","19.676075800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","535","55dBm","","","QoS Data, SN=828, FN=0, Flags=.p....F."
"323","19.676075800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","185","55dBm","","","QoS Data, SN=829, FN=0, Flags=.p....F."
"325","19.677556600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","255","55dBm","","","QoS Data, SN=830, FN=0, Flags=.p..R.F."
"326","19.677556600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","55dBm","","","QoS Data, SN=831, FN=0, Flags=.p..R.F."
"327","19.677556600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","174","55dBm","","","QoS Data, SN=832, FN=0, Flags=.p..R.F."
"329","19.678218900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","54dBm","","","QoS Data, SN=833, FN=0, Flags=.p....F."
"330","19.678218900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","54dBm","","","QoS Data, SN=834, FN=0, Flags=.p....F."
"331","19.678218900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","54dBm","","","QoS Data, SN=835, FN=0, Flags=.p....F."
"334","19.678805700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","55dBm","","","QoS Data, SN=836, FN=0, Flags=.p....F."
"335","19.678805700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=837, FN=0, Flags=.p....F."
"338","19.679171500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=838, FN=0, Flags=.p....F."
"339","19.679171500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","635","54dBm","","","QoS Data, SN=839, FN=0, Flags=.p....F."
"341","19.681983100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","174","54dBm","","","QoS Data, SN=840, FN=0, Flags=.p....F."
"342","19.681983100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","54dBm","","","QoS Data, SN=841, FN=0, Flags=.p....F."
"344","19.682252600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","55dBm","","","QoS Data, SN=842, FN=0, Flags=.p....F."
"345","19.687616600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","193","55dBm","","","QoS Data, SN=843, FN=0, Flags=.p....F."
"346","19.687616600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","140","55dBm","","","QoS Data, SN=844, FN=0, Flags=.p....F."
"348","19.694224200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","686","55dBm","","","QoS Data, SN=845, FN=0, Flags=.p....F."
"349","19.694224200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","55dBm","","","QoS Data, SN=846, FN=0, Flags=.p....F."
"352","19.694538600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=847, FN=0, Flags=.p....F."
"353","19.699847000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","174","55dBm","","","QoS Data, SN=848, FN=0, Flags=.p..R.F."
"354","19.699847000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","55dBm","","","QoS Data, SN=849, FN=0, Flags=.p....F."
"356","19.700167000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","54dBm","","","QoS Data, SN=850, FN=0, Flags=.p....F."
"357","19.700167000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=851, FN=0, Flags=.p....F."
"361","19.706043100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=852, FN=0, Flags=.p....F."
"362","19.706043100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=853, FN=0, Flags=.p....F."
"363","19.706043100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","54dBm","","","QoS Data, SN=854, FN=0, Flags=.p....F."
"364","19.706404600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","55dBm","","","QoS Data, SN=855, FN=0, Flags=.p....F."
"365","19.706404600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","785","55dBm","","","QoS Data, SN=856, FN=0, Flags=.p....F."
"367","19.713170600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","696","55dBm","","","QoS Data, SN=857, FN=0, Flags=.p....F."
"368","19.713170600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","282","55dBm","","","QoS Data, SN=858, FN=0, Flags=.p....F."
"370","19.713455700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","150","54dBm","","","QoS Data, SN=859, FN=0, Flags=.p....F."
"371","19.713455700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","54dBm","","","QoS Data, SN=860, FN=0, Flags=.p....F."
"379","19.717504000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","54dBm","","","QoS Data, SN=861, FN=0, Flags=.p....F."
"392","19.738592200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=862, FN=0, Flags=.p....F."
"393","19.738592200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=863, FN=0, Flags=.p....F."
"394","19.749242700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=864, FN=0, Flags=.p....F."
"395","19.749242700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=865, FN=0, Flags=.p....F."
"396","19.749538000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=866, FN=0, Flags=.p....F."
"397","19.820321800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=867, FN=0, Flags=.p....F."
"398","19.823752100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","174","55dBm","","","QoS Data, SN=868, FN=0, Flags=.p....F."
"399","19.823752100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","55dBm","","","QoS Data, SN=869, FN=0, Flags=.p....F."
"401","19.824250600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","54dBm","","","QoS Data, SN=870, FN=0, Flags=.p....F."
"402","19.824250600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","54dBm","","","QoS Data, SN=871, FN=0, Flags=.p....F."
"405","19.833715600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","55dBm","","","QoS Data, SN=872, FN=0, Flags=.p....F."
"406","19.847814100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=873, FN=0, Flags=.p....F."
"407","19.877756500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=874, FN=0, Flags=.p....F."
"408","19.877756500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","54dBm","","","QoS Data, SN=875, FN=0, Flags=.p....F."
"409","19.877756500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","54dBm","","","QoS Data, SN=876, FN=0, Flags=.p....F."
"410","19.877756500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","785","54dBm","","","QoS Data, SN=877, FN=0, Flags=.p....F."
"412","19.886182600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=878, FN=0, Flags=.p....F."
"413","19.886182600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","174","54dBm","","","QoS Data, SN=879, FN=0, Flags=.p....F."
"414","19.886182600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","54dBm","","","QoS Data, SN=880, FN=0, Flags=.p....F."
"416","19.886417700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","54dBm","","","QoS Data, SN=881, FN=0, Flags=.p....F."
"417","19.886417700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","54dBm","","","QoS Data, SN=882, FN=0, Flags=.p....F."
"420","19.891270500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","299","54dBm","","","QoS Data, SN=883, FN=0, Flags=.p....F."
"421","19.891270500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","142","54dBm","","","QoS Data, SN=884, FN=0, Flags=.p....F."
"423","19.900590800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=885, FN=0, Flags=.p..R.F."
"425","19.931438000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","364","53dBm","","","QoS Data, SN=886, FN=0, Flags=.p....F."
"426","19.931438000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","184","53dBm","","","QoS Data, SN=887, FN=0, Flags=.p....F."
"427","19.931438000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","53dBm","","","QoS Data, SN=888, FN=0, Flags=.p....F."
"429","19.931777100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","233","54dBm","","","QoS Data, SN=889, FN=0, Flags=.p....F."
"430","19.931777100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","54dBm","","","QoS Data, SN=890, FN=0, Flags=.p....F."
"431","19.931777100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=891, FN=0, Flags=.p....F."
"433","19.932266300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","54dBm","","","QoS Data, SN=892, FN=0, Flags=.p....F."
"434","19.932266300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","54dBm","","","QoS Data, SN=893, FN=0, Flags=.p....F."
"436","19.933035000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","1516","54dBm","","","QoS Data, SN=894, FN=0, Flags=.p....F."
"437","19.933035000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","785","54dBm","","","QoS Data, SN=895, FN=0, Flags=.p....F."
"441","20.016878500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","331","54dBm","","","QoS Data, SN=896, FN=0, Flags=.p....F."
"442","20.016878500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","523","54dBm","","","QoS Data, SN=897, FN=0, Flags=.p....F."
