"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"59","32.856106800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","40dBm","","","QoS Data, SN=1913, FN=0, Flags=.p....F."
"61","32.856514800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","40dBm","","","QoS Data, SN=1914, FN=0, Flags=.p....F."
"65","33.675340100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","42dBm","","","QoS Data, SN=1915, FN=0, Flags=.p....F."
"68","34.698293000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","45dBm","","","QoS Data, SN=1916, FN=0, Flags=.p....F."
"69","34.699380900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","45dBm","","","QoS Data, SN=1917, FN=0, Flags=.p....F."
"70","34.699380900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","45dBm","","","QoS Data, SN=1918, FN=0, Flags=.p....F."
"71","34.699664500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","45dBm","","","QoS Data, SN=1919, FN=0, Flags=.p....F."
"73","37.155837400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","160","34dBm","","","QoS Data, SN=1920, FN=0, Flags=.p....F."
"77","37.877243400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","34dBm","","","QoS Data, SN=1921, FN=0, Flags=.p....F."
"80","40.792842700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","165","35dBm","","","QoS Data, SN=1922, FN=0, Flags=.p....F."
"81","40.800807700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","151","35dBm","","","QoS Data, SN=1923, FN=0, Flags=.p....F."
"84","41.149369200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","34dBm","","","QoS Data, SN=1924, FN=0, Flags=.p....F."
"87","41.150891200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","35dBm","","","QoS Data, SN=1925, FN=0, Flags=.p....F."
"93","41.210177200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1926, FN=0, Flags=.p....F."
"94","41.210177200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1927, FN=0, Flags=.p....F."
"95","41.210437100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1928, FN=0, Flags=.p....F."
"96","41.210437100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","35dBm","","","QoS Data, SN=1929, FN=0, Flags=.p....F."
"98","41.763873200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","329","35dBm","","","QoS Data, SN=1930, FN=0, Flags=.p....F."
"99","41.765024300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","286","35dBm","","","QoS Data, SN=1931, FN=0, Flags=.p....F."
"101","41.765296600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","389","35dBm","","","QoS Data, SN=1932, FN=0, Flags=.p..R.F."
"102","41.765296600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","35dBm","","","QoS Data, SN=1933, FN=0, Flags=.p..R.F."
"103","41.765296600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1934, FN=0, Flags=.p..R.F."
"105","41.765543800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","245","35dBm","","","QoS Data, SN=1935, FN=0, Flags=.p....F."
"107","41.766407500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1936, FN=0, Flags=.p..R.F."
"108","41.766407500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","35dBm","","","QoS Data, SN=1937, FN=0, Flags=.p..R.F."
"109","41.766407500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","294","35dBm","","","QoS Data, SN=1938, FN=0, Flags=.p..R.F."
"113","41.827485200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1939, FN=0, Flags=.p....F."
"115","41.884662800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","165","35dBm","","","QoS Data, SN=1940, FN=0, Flags=.p..R.F."
"117","42.378276300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","35dBm","","","QoS Data, SN=1941, FN=0, Flags=.p....F."
"121","42.600972700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1942, FN=0, Flags=.p..R.F."
"122","42.601573100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","862","35dBm","","","QoS Data, SN=1943, FN=0, Flags=.p....F."
"124","43.197495900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","35dBm","","","QoS Data, SN=1944, FN=0, Flags=.p....F."
"127","43.709843200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","35dBm","","","QoS Data, SN=1945, FN=0, Flags=.p..R.F."
"129","48.112660700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","35dBm","","","QoS Data, SN=1946, FN=0, Flags=.p....F."
"134","50.173103600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1947, FN=0, Flags=.p....F."
"135","50.189627200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1948, FN=0, Flags=.p....F."
"136","50.190089200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","35dBm","","","QoS Data, SN=1949, FN=0, Flags=.p....F."
"138","50.263914100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","175","34dBm","","","QoS Data, SN=1950, FN=0, Flags=.p....F."
"139","50.263914100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","34dBm","","","QoS Data, SN=1951, FN=0, Flags=.p....F."
"141","50.269782700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","34dBm","","","QoS Data, SN=1952, FN=0, Flags=.p....F."
"142","50.269782700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","34dBm","","","QoS Data, SN=1953, FN=0, Flags=.p....F."
"145","50.304548100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","38dBm","","","QoS Data, SN=1954, FN=0, Flags=.p..R.F."
"146","52.003826700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","35dBm","","","QoS Data, SN=1955, FN=0, Flags=.p....F."
"150","52.174148100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1956, FN=0, Flags=.p....F."
"151","52.181829100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1957, FN=0, Flags=.p....F."
"152","52.181829100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1958, FN=0, Flags=.p....F."
"153","52.182174700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","34dBm","","","QoS Data, SN=1959, FN=0, Flags=.p....F."
"156","52.559517800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","331","35dBm","","","QoS Data, SN=1960, FN=0, Flags=.p....F."
"157","52.560462700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","409","35dBm","","","QoS Data, SN=1961, FN=0, Flags=.p....F."
"159","52.560937900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","367","35dBm","","","QoS Data, SN=1962, FN=0, Flags=.p....F."
"160","52.561090100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","35dBm","","","QoS Data, SN=1963, FN=0, Flags=.p....F."
"164","52.622126900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","35dBm","","","QoS Data, SN=1964, FN=0, Flags=.p....F."
"166","52.655137100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=1965, FN=0, Flags=.p....F."
"168","53.060434100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","35dBm","","","QoS Data, SN=1966, FN=0, Flags=.p....F."
"169","53.063551000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","37dBm","","","QoS Data, SN=1967, FN=0, Flags=.p....F."
"170","53.070421700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","35dBm","","","QoS Data, SN=1968, FN=0, Flags=.p....F."
"171","53.642817700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","34dBm","","","QoS Data, SN=1969, FN=0, Flags=.p....F."
"172","53.643758300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","162","35dBm","","","QoS Data, SN=1970, FN=0, Flags=.p....F."
"173","53.643758300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","35dBm","","","QoS Data, SN=1971, FN=0, Flags=.p....F."
"176","53.644083200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=1972, FN=0, Flags=.p....F."
"178","53.680569800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","34dBm","","","QoS Data, SN=1973, FN=0, Flags=.p....F."
"182","58.659804600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","36dBm","","","QoS Data, SN=1974, FN=0, Flags=.p....F."
"183","58.661004300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","35dBm","","","QoS Data, SN=1975, FN=0, Flags=.p....F."
"184","58.661340900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","34dBm","","","QoS Data, SN=1976, FN=0, Flags=.p....F."
"188","61.527421500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","35dBm","","","QoS Data, SN=1977, FN=0, Flags=.p....F."
"193","67.602966100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","160","32dBm","","","QoS Data, SN=1980, FN=0, Flags=.p....F."
"194","67.606343000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","160","36dBm","","","QoS Data, SN=1981, FN=0, Flags=.p..R.F."
"196","68.081732900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","36dBm","","","QoS Data, SN=1982, FN=0, Flags=.p..R.F."
"199","68.490278500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","33dBm","","","QoS Data, SN=1983, FN=0, Flags=.p....F."
