"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"179","48.157357400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","42dBm","","","QoS Data, SN=1195, FN=0, Flags=.p....F."
"180","48.157357400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","42dBm","","","QoS Data, SN=1196, FN=0, Flags=.p....F."
"182","50.595283200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","394","42dBm","","","QoS Data, SN=1197, FN=0, Flags=.p....F."
"184","55.088234400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","377","42dBm","","","QoS Data, SN=1198, FN=0, Flags=.p....F."
"186","59.912916000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","41dBm","","","QoS Data, SN=1199, FN=0, Flags=.p....F."
"189","60.079120800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","158","41dBm","","","QoS Data, SN=1200, FN=0, Flags=.p....F."
"191","60.158317900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","42dBm","","","QoS Data, SN=1201, FN=0, Flags=.p....F."
"193","60.187115500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","41dBm","","","QoS Data, SN=1202, FN=0, Flags=.p....F."
"194","60.425307800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","141","43dBm","","","QoS Data, SN=1203, FN=0, Flags=.p....F."
"197","62.429852100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","41dBm","","","QoS Data, SN=1204, FN=0, Flags=.p....F."
"198","62.437633300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","41dBm","","","QoS Data, SN=1205, FN=0, Flags=.p....F."
"199","62.437633300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","41dBm","","","QoS Data, SN=1206, FN=0, Flags=.p....F."
"201","62.520981800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","174","41dBm","","","QoS Data, SN=1207, FN=0, Flags=.p....F."
"202","62.520981800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","180","41dBm","","","QoS Data, SN=1208, FN=0, Flags=.p....F."
"204","62.521380300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","41dBm","","","QoS Data, SN=1209, FN=0, Flags=.p....F."
"205","62.521380300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","41dBm","","","QoS Data, SN=1210, FN=0, Flags=.p....F."
"208","62.552371600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","41dBm","","","QoS Data, SN=1211, FN=0, Flags=.p....F."
"211","63.192719900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","41dBm","","","QoS Data, SN=1212, FN=0, Flags=.p....F."
"212","63.199099300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","41dBm","","","QoS Data, SN=1213, FN=0, Flags=.p....F."
"214","63.552908800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","41dBm","","","QoS Data, SN=1214, FN=0, Flags=.p....F."
"216","63.879665300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","41dBm","","","QoS Data, SN=1215, FN=0, Flags=.p....F."
"218","64.222715700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","41dBm","","","QoS Data, SN=1216, FN=0, Flags=.p....F."
"220","65.443017000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","162","41dBm","","","QoS Data, SN=1217, FN=0, Flags=.p....F."
"222","70.357900400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","162","41dBm","","","QoS Data, SN=1218, FN=0, Flags=.p....F."
"224","71.188501000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","41dBm","","","QoS Data, SN=1219, FN=0, Flags=.p....F."
"226","75.580092600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","162","42dBm","","","QoS Data, SN=1220, FN=0, Flags=.p....F."
"228","78.140418300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","40dBm","","","QoS Data, SN=1221, FN=0, Flags=.p....F."
