"No.","Time","Source","Destination","Protocol","Length","Signal strength (dBm)","Noise level (dBm)","Signal/noise ratio (dB)","Info"
"72","22.220996900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","27dBm","","","QoS Data, SN=2102, FN=0, Flags=.p....F."
"73","22.220996900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","27dBm","","","QoS Data, SN=2103, FN=0, Flags=.p....F."
"76","24.675488500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","30dBm","","","QoS Data, SN=2104, FN=0, Flags=.p..R.F."
"79","25.493738400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","28dBm","","","QoS Data, SN=2105, FN=0, Flags=.p....F."
"81","26.518583400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","124","28dBm","","","QoS Data, SN=2106, FN=0, Flags=.p....F."
"86","27.849072200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","25dBm","","","QoS Data, SN=2107, FN=0, Flags=.p....F."
"88","29.486286100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","28dBm","","","QoS Data, SN=2113, FN=0, Flags=.p....F."
"90","29.525753700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","27dBm","","","QoS Data, SN=2114, FN=0, Flags=.p....F."
"91","29.525753700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","27dBm","","","QoS Data, SN=2115, FN=0, Flags=.p....F."
"93","29.526250600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","27dBm","","","QoS Data, SN=2116, FN=0, Flags=.p....F."
"94","30.716135200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","292","26dBm","","","QoS Data, SN=2117, FN=0, Flags=.p....F."
"97","31.536857400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","398","31dBm","","","QoS Data, SN=2118, FN=0, Flags=.p..R.F."
"99","31.945184500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","27dBm","","","QoS Data, SN=2119, FN=0, Flags=.p....F."
"103","33.703278100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","29dBm","","","QoS Data, SN=2120, FN=0, Flags=.p....F."
"104","33.704395200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","132","29dBm","","","QoS Data, SN=2121, FN=0, Flags=.p....F."
"106","33.841056800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","28dBm","","","QoS Data, SN=2122, FN=0, Flags=.p....F."
"108","34.505103700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","29dBm","","","QoS Data, SN=2123, FN=0, Flags=.p....F."
"111","34.626783300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","28dBm","","","QoS Data, SN=2124, FN=0, Flags=.p....F."
"114","39.625706600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","34dBm","","","QoS Data, SN=2125, FN=0, Flags=.p..R.F."
"115","40.444894600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","160","31dBm","","","QoS Data, SN=2126, FN=0, Flags=.p..R.F."
"118","44.034838100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","28dBm","","","QoS Data, SN=2127, FN=0, Flags=.p....F."
"119","44.540220800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","26dBm","","","QoS Data, SN=2128, FN=0, Flags=.p....F."
"122","45.359577300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","29dBm","","","QoS Data, SN=2129, FN=0, Flags=.p....F."
"124","47.817637800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","32dBm","","","QoS Data, SN=2130, FN=0, Flags=.p..R.F."
"127","50.069775600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","29dBm","","","QoS Data, SN=2132, FN=0, Flags=.p....F."
"128","50.167592800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","29dBm","","","QoS Data, SN=2133, FN=0, Flags=.p....F."
"131","51.095066000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","411","28dBm","","","QoS Data, SN=2134, FN=0, Flags=.p..R.F."
"133","52.247174500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","29dBm","","","QoS Data, SN=2135, FN=0, Flags=.p..R.F."
"135","53.144273900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","27dBm","","","QoS Data, SN=2136, FN=0, Flags=.p....F."
"137","54.370578000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","29dBm","","","QoS Data, SN=2137, FN=0, Flags=.p....F."
"138","54.371652300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","199","29dBm","","","QoS Data, SN=2138, FN=0, Flags=.p....F."
"141","55.293653300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","377","32dBm","","","QoS Data, SN=2139, FN=0, Flags=.p..R.F."
"143","57.725878300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","28dBm","","","QoS Data, SN=2140, FN=0, Flags=.p..R.F."
"148","59.901128900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","29dBm","","","QoS Data, SN=2143, FN=0, Flags=.p....F."
"150","59.901569600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","29dBm","","","QoS Data, SN=2144, FN=0, Flags=.p....F."
"151","59.901822500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","29dBm","","","QoS Data, SN=2145, FN=0, Flags=.p....F."
"152","60.309761600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","232","29dBm","","","QoS Data, SN=2146, FN=0, Flags=.p....F."
"154","60.410534000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","152","32dBm","","","QoS Data, SN=2147, FN=0, Flags=.p..R.F."
"160","64.817654900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","30dBm","","","QoS Data, SN=2148, FN=0, Flags=.p....F."
"161","66.863385600","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","29dBm","","","QoS Data, SN=2149, FN=0, Flags=.p....F."
"163","66.864412900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","162","29dBm","","","QoS Data, SN=2150, FN=0, Flags=.p....F."
"165","66.864809000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","28dBm","","","QoS Data, SN=2151, FN=0, Flags=.p....F."
"166","66.864809000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","28dBm","","","QoS Data, SN=2152, FN=0, Flags=.p....F."
"168","66.936073400","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","162","33dBm","","","QoS Data, SN=2153, FN=0, Flags=.p..R.F."
"170","66.946309100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","30dBm","","","QoS Data, SN=2154, FN=0, Flags=.p..R.F."
"171","68.501822800","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","160","30dBm","","","QoS Data, SN=2155, FN=0, Flags=.p....F."
"172","68.502923500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","137","30dBm","","","QoS Data, SN=2156, FN=0, Flags=.p....F."
"173","68.502923500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","145","30dBm","","","QoS Data, SN=2157, FN=0, Flags=.p....F."
"177","68.906074200","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","27dBm","","","QoS Data, SN=2158, FN=0, Flags=.p..R.F."
"179","69.097346300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","24dBm","","","QoS Data, SN=2159, FN=0, Flags=.p..R.F."
"180","69.320936000","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","403","26dBm","","","QoS Data, SN=2160, FN=0, Flags=.p....F."
"183","69.896962900","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","106","30dBm","","","QoS Data, SN=2161, FN=0, Flags=.p..R.F."
"184","69.897658500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","302","30dBm","","","QoS Data, SN=2162, FN=0, Flags=.p....F."
"185","69.897864700","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","160","30dBm","","","QoS Data, SN=2163, FN=0, Flags=.p....F."
"187","70.140470500","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","118","29dBm","","","QoS Data, SN=2164, FN=0, Flags=.p....F."
"190","75.055458300","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","28dBm","","","QoS Data, SN=2165, FN=0, Flags=.p....F."
"191","75.056592100","fe:d8:48:4e:25:64","IntelCor_72:c1:df","802.11","114","28dBm","","","QoS Data, SN=2166, FN=0, Flags=.p....F."
